facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,readmission_rate,penalty_cost,risk_score,improvement_rate,excess_readmission_ratio,hospital_rank_in_state,recommended_action,priority_level
100246,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,115.33,15531.74,63.0,15.54,1.1554,8,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100246,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,100.91,1019.46,50.9,1.02,1.0102,70,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100246,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,111.54,11693.78,59.8,11.70,1.117,11,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100246,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,112.83,12993.09,60.8,13.00,1.13,15,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100248,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,97.20,0.00,47.8,-2.63,0.9737,98,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100248,FL,CABG,READM-30-CABG-HRRP,LOW,f,92.35,0.00,43.8,-7.48,0.9252,54,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100248,FL,COPD,READM-30-COPD-HRRP,LOW,f,99.54,0.00,49.7,-0.35,0.9965,86,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100248,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,114.30,14452.31,62.1,14.46,1.1446,6,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100248,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,104.75,4907.39,54.1,4.91,1.0491,45,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100249,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,105.42,5607.02,54.7,5.61,1.0561,40,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100249,FL,COPD,READM-30-COPD-HRRP,LOW,f,99.52,0.00,49.7,-0.37,0.9963,87,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100249,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.13,1279.32,51.1,1.28,1.0128,88,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100249,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,82.30,0.00,35.5,-17.37,0.8263,95,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100249,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,105.43,5587.03,54.7,5.58,1.0559,41,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100252,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,97.71,0.00,48.2,-2.12,0.9788,94,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100252,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.79,4907.39,54.1,4.91,1.0491,31,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100252,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109.00,9155.13,57.6,9.16,1.0916,26,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100252,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.43,3578.10,53.0,3.58,1.0358,58,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100253,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,103.15,3328.23,52.8,3.33,1.0333,53,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100253,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,110.17,10364.49,58.6,10.37,1.1037,16,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100253,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,107.39,7506.01,56.3,7.51,1.0751,18,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100253,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.64,4787.45,54.0,4.79,1.0479,54,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100253,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,96.72,0.00,47.6,-2.89,0.9711,66,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100253,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,112.98,13143.01,61.0,13.15,1.1315,14,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100254,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,110.35,10504.41,58.8,10.51,1.1051,17,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100254,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,94.90,0.00,46.1,-4.72,0.9528,70,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100254,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,107.87,8025.73,56.7,8.03,1.0803,32,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100254,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,100.51,689.63,50.6,0.69,1.0069,75,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100254,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,109.98,10174.59,58.5,10.18,1.1018,17,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100254,FL,COPD,READM-30-COPD-HRRP,LOW,f,97.14,0.00,47.7,-2.75,0.9725,116,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100256,FL,AMI (Heart Attack),READM-30-AMI-HRRP,HIGH,t,123.12,23327.59,69.5,23.34,1.2334,1,REVIEW: Insufficient data — manual review recommended.,1
100256,FL,CABG,READM-30-CABG-HRRP,HIGH,t,125.31,25516.43,71.3,25.53,1.2553,1,URGENT: Implement cardiac rehab referral at discharge. Schedule cardiology follow-up within 7 days.,1
100256,FL,COPD,READM-30-COPD-HRRP,LOW,f,95.74,0.00,46.5,-4.15,0.9585,128,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100256,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,98.90,0.00,49.2,-0.96,0.9904,111,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100256,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,85.65,0.00,38.3,-14.01,0.8599,90,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100256,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,117.97,18140.35,65.1,18.15,1.1815,2,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100258,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,101.80,1978.95,51.7,1.98,1.0198,64,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100258,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,99.38,0.00,49.6,-0.47,0.9953,90,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100258,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,107.97,8155.66,56.8,8.16,1.0816,19,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100258,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.43,3548.11,53.0,3.55,1.0355,41,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100258,FL,Heart Failure,READM-30-HF-HRRP,LOW,f,99.60,0.00,49.8,-0.26,0.9974,105,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100258,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,130.03,30533.76,75.5,30.55,1.3055,8,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100259,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,107.46,7645.93,56.4,7.65,1.0765,26,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100259,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.05,3168.31,52.6,3.17,1.0317,44,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100259,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,111.50,11653.80,59.7,11.66,1.1166,12,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100259,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,116.75,17210.85,64.4,17.22,1.1722,23,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100259,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.67,3817.97,53.2,3.82,1.0382,56,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100260,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,116.22,16411.27,63.7,16.42,1.1642,4,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100260,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,115.20,15361.83,62.8,15.37,1.1537,8,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100260,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,108.48,8595.43,57.2,8.60,1.086,12,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100260,FL,Heart Failure,READM-30-HF-HRRP,HIGH,t,127.63,27795.22,73.2,27.81,1.2781,1,URGENT: Implement structured 7-day post-discharge phone follow-up. Studies show 20-25% readmission reduction.,1
100260,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,131.96,32472.73,77.1,32.49,1.3249,7,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100264,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,111.38,11573.84,59.7,11.58,1.1158,11,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100264,FL,CABG,READM-30-CABG-HRRP,LOW,f,98.55,0.00,48.9,-1.27,0.9873,38,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100264,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.53,4647.53,53.9,4.65,1.0465,33,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100264,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.38,2528.65,52.1,2.53,1.0253,76,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100264,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,151.36,51932.38,93.3,51.96,1.5196,1,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100264,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,97.61,0.00,48.1,-2.24,0.9776,107,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100265,FL,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,92.07,0.00,43.5,-7.77,0.9223,118,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100265,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,95.97,0.00,46.8,-3.89,0.9611,121,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100265,FL,COPD,READM-30-COPD-HRRP,LOW,f,95.55,0.00,46.4,-4.34,0.9566,132,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100265,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.06,1209.36,51.0,1.21,1.0121,89,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100266,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,100.39,499.73,50.4,0.50,1.005,75,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100266,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.78,3927.91,53.3,3.93,1.0393,64,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100266,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,94.23,0.00,45.5,-5.39,0.9461,73,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100266,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,98.29,0.00,48.7,-1.56,0.9844,100,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100267,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,104.88,5037.32,54.2,5.04,1.0504,44,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100267,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,104.39,4567.57,53.8,4.57,1.0457,47,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100267,FL,COPD,READM-30-COPD-HRRP,LOW,f,92.30,0.00,43.7,-7.60,0.924,144,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100267,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,108.78,8935.25,57.5,8.94,1.0894,27,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100267,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,99.02,0.00,49.5,-0.59,0.9941,55,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100268,FL,COPD,READM-30-COPD-HRRP,LOW,f,97.86,0.00,48.3,-2.03,0.9797,109,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100268,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.25,1399.26,51.2,1.40,1.014,87,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100268,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,104.22,4367.68,53.6,4.37,1.0437,50,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100269,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,103.69,3867.94,53.2,3.87,1.0387,50,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100269,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,115.31,15471.77,62.9,15.48,1.1548,6,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100269,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,100.75,859.54,50.7,0.86,1.0086,72,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100269,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.62,1769.06,51.5,1.77,1.0177,82,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100275,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,107.58,7765.87,56.5,7.77,1.0777,25,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100275,FL,COPD,READM-30-COPD-HRRP,LOW,f,98.64,0.00,49.0,-1.25,0.9875,101,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100275,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.92,6066.77,55.1,6.07,1.0607,44,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100275,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,96.91,0.00,47.8,-2.70,0.973,64,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100275,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,107.37,7526.00,56.3,7.53,1.0753,34,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100276,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,103.21,3388.20,52.8,3.39,1.0339,52,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100276,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,108.49,8645.40,57.2,8.65,1.0865,28,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100276,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,105.82,5936.84,55.0,5.94,1.0594,23,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100276,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,107.71,7865.82,56.6,7.87,1.0787,33,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100281,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,104.87,5047.32,54.2,5.05,1.0505,44,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100281,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,114.80,14962.04,62.5,14.97,1.1497,11,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100281,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,108.80,8915.26,57.4,8.92,1.0892,10,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100281,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.14,3288.25,52.7,3.29,1.0329,70,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100281,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,113.22,13662.73,61.4,13.67,1.1367,27,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100284,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,105.95,6066.77,55.1,6.07,1.0607,22,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100284,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,109.06,9215.10,57.7,9.22,1.0922,26,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100285,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,95.27,0.00,46.2,-4.59,0.9541,130,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100285,FL,COPD,READM-30-COPD-HRRP,LOW,f,95.73,0.00,46.5,-4.16,0.9584,129,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100285,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.00,4147.79,53.5,4.15,1.0415,59,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100286,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,108.99,9175.12,57.7,9.18,1.0918,20,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100286,FL,CABG,READM-30-CABG-HRRP,MEDIUM,t,104.30,4487.61,53.7,4.49,1.0449,27,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100286,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,107.48,7595.96,56.3,7.60,1.076,15,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100286,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.15,5297.18,54.4,5.30,1.053,49,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100286,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,96.81,0.00,47.7,-2.80,0.972,65,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100286,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,96.04,0.00,46.8,-3.82,0.9618,120,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100287,FL,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,100.27,449.76,50.4,0.45,1.0045,79,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
100287,FL,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,109.04,9195.11,57.7,9.20,1.092,27,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
100287,FL,COPD,READM-30-COPD-HRRP,MEDIUM,t,114.66,14782.14,62.3,14.79,1.1479,2,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
100287,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.23,3378.20,52.8,3.38,1.0338,68,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
420107,SC,COPD,READM-30-COPD-HRRP,LOW,f,95.99,0.00,46.8,-3.90,0.961,34,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
100287,FL,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,148.49,49053.91,90.9,49.08,1.4908,2,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
100288,FL,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.48,619.67,50.5,0.62,1.0062,95,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
100288,FL,Pneumonia,READM-30-PN-HRRP,LOW,f,98.26,0.00,48.7,-1.59,0.9841,101,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
